Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,OPM_Step,Source_File,Source_Title,Step_narr_in,Step_narr_out_simple,Step_narr_out,Step_narr_m_out_simple,Step_narr_m_out,Code-OPM_S,Match_conf
,,,,,,,,,,p27,lineent_s19._create_add_kit_components.xlsx,lineent s19. create add kit components,"s19. create add kit components — in sales order entry, you can source single or multiple components for build-on-demand (bod) or nonstock kits. you can tie a stock or nonstock component line to a purchase order or warehouse transfer, including a direct order. if a component of the prebuilt kit is another prebuilt kit, then you can tie the component kit to a work order. kit component sourcing is initiated on the kits page in advanced line entry. you can source one or more components from the multi-comp sourcing page. you can also source a component when you add a component to a kit. if you create a fabricated kit in sales order entry, then you must source the components in kp work order center entry. ties are only created if the quantity ordered is less than the quantity reserved. to create a tie for a component that has the full quantity reserved, add the kit to the sales order without sourcing the component. then, in the kit details section for the component, change the reserved amount for component to less than the quantity needed before creating the tie. the tie is created for the quantity ordered less the quantity reserved. note: you cannot delete a component that is tied to a source document from a sales order. use these instructions to create a tie for one or more components: create a stock order. in advanced line entry, specify the bod or nonstock kit in the product field, and then specify the quantity. click kits. select one or more components to tie to a sourcing document, and then click multi-comp sourcing. specify the product source. complete the remaining fields for the selected product source. when you are sourcing a single component, the arp vendor or warehouse is displayed. when you are sourcing multiple components, the arp vendor or warehouse is not displayed because the arp for each component can be different. click submit, and then click the left arrow to return to advanced line entry. click add to add the line to the order. . finish the order.",s19.,"s19. create add kit components — in sales order entry, you can source single or multiple components for build-on-demand (bod) or nonstock kits. you can tie a stock or nonstock component line to a purchase order or warehouse transfer, including a direct order. if a component of the prebuilt kit is another prebuilt kit, then you can tie the component kit to a work order. kit component sourcing is initiated on the kits page in advanced line entry. you can source one or more components from the multi-comp sourcing page. you can also source a component when you add a component to a kit. if you create a fabricated kit in sales order entry, then you must source the components in kp work order center entry. ties are only created if the quantity ordered is less than the quantity reserved. to create a tie for a component that has the full quantity reserved, add the kit to the sales order without sourcing the component. then, in the kit details section for the component, change the reserved amount for component to less than the quantity needed before creating the tie. the tie is created for the quantity ordered less the quantity reserved. note: you cannot delete a component that is tied to a source document from a sales order. use these instructions to create a tie for one or more components: create a stock order. in advanced line entry, specify the bod or nonstock kit in the product field, and then specify the quantity. click kits. select one or more components to tie to a sourcing document, and then click multi-comp sourcing. specify the product source. complete the remaining fields for the selected product source. when you are sourcing a single component, the arp vendor or warehouse is displayed. when you are sourcing multiple components, the arp vendor or warehouse is not displayed because the arp for each component can be different. click submit, and then click the left arrow to return to advanced line entry. click add to add the line to the order. . finish the order.",,,,
,,,,,,,,,,p28,lineent_s2._search_products_to_add_-.xlsx,lineent s2. search products to add,"s2. search products to add - — during line entry products are searched in the easy mode the search option is product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",s2.,"s2. search products to add - — during line entry products are searched in the easy mode the search option is product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",,,,
,,,,,,,,,,p29,lineent_s20._create_non-stock_product.xlsx,lineent s20. create non stock product,"s20. create non-stock product — create a non stock product if the user is authorized to do should follow the following steps use these instructions to create an order for a product that your warehouse does not stock. you can enter a nonstock product if yes is selected for allow entry of non-stocks on your sa operator setup record. use these instructions to create an order for a product that your warehouse does not stock. you can enter a nonstock product if yes is selected for allow entry of non-stocks on your sa operator setup record. select sales > entry > order. create or maintain an order. in advanced line entry, select non-stock in the line type field. on the non-stock page, specify the nonstock product in the product field. if the product already exists in the catalog, in inventory, or as an existing nonstock item, click yes to use that product and its settings. if the use previous non-stock settings option is selected in sa operator setup, the default product category from sa administrator options-products-defaults is assigned to the line. if there is no default product category, the product category from the most recent, active nonstock receipt is assigned. if there are no active nonstock receipts in product adjust non-stock/direct order entry, the product category from the most recent, inactive receipt is assigned. if the product is available in the ordering warehouse, or is an active nonstock that is set up in product adjust non-stock/direct order entry, and the allow non stock qty ship override option is selected in sa operator setup, you can force ship the available quantity to fill this order. if the product is available in another warehouse, you are notified that nonstock surplus exists in another warehouse. you can then tie this order to a warehouse transfer. if you use the existing settings, and surplus stock or nonstock product is available in other warehouses, an additional notification about surplus availability is displayed. you can change the warehouse to obtain the item from the other warehouse. specify a product description and a product category. the product description is included on orders, invoices, and pick tickets. to source the product from a vendor, specify the vendor and product line. if you entered a quote order and plan to copy it to a direct order, you must specify a vendor. otherwise, specify a warehouse in the next step. if you do not specify a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. to source the product from another warehouse, specify the warehouse. depending on the product, the non-stock quantity available and stock quantity available for the warehouse is displayed on this page. use the product lookup to see the quantities that are available in other warehouses. if you entered a quote order and plan to copy it to a direct order, you must enter a warehouse. otherwise, specify a vendor number in the previous step. if you do not enter a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. optionally, select one of these values in the item type field: review for inventory select this value if you expect frequent orders of the nonstock product and think it should be added to stocked inventory. an event manager trigger is created. it notifies someone in your organization to convert this item to stock and review it in future replenishment cycles. this value is available only if the event manager event is active. create as oan-ns select this value to create the nonstock product as an order as needed-nonstock (oan-ns) product. to make this value available, a valid value must be selected for allow oan-ns stocking in oe for catalog on your sa operator setup record. create as catalog select this value to create a catalog product from this product. to make this value available, the catalog stocked option in sa administrator options-products-defaults-sales processing must be selected. if you selected create as oan-ns or create as catalog in the previous step, click default fields. specify the unit, serial or lot control, and special price/costing values to include on the product catalog setup or product setup record. click submit. specify a cost and other pricing information. if you do not specify a cost, then the order cannot be invoice processed. if the product is associated with a pricing and discounting record, you can adjust the price level on the pricing view. this applies to all price levels. optionally, select these options: back order select this option to automatically create a back order when the shipped quantity is less than the ordered quantity. if allow back order is not selected on the customer record, this message is displayed when you exit the non-stock page: non-stock product; no back order scheduled; adjusted if exists. you must then clear the back order option in the nonstock page or the extended fields section on the order entry advanced line entry page. create purchase order if you specified a vendor in a previous step, select this option to create a purchase order for the product. to make this value available, a valid value must be selected for po/wt ties on your sa operator setup record. you cannot create a sourcing purchase order for a vendor or a vendor ship from that does not allow purchase orders. rush select this option to expedite the product. you can specify a rush amount in the extended fields section. copy comments select this option to copy comments from the sales order line to the source document. ncnr select this option if the nonstock is non-cancellable, non-returnable product. complete the remaining applicable fields, and then click submit. specify the quantity, and verify the unit and price. to tie the line a po or wt, click sourcing. select the product source. specify or make changes to the related product source information. click submit. click add to add the line to the order. if the source document was created, the number is displayed. if the line is tied to a purchase order or transfer, the number of the source document is displayed. complete the order. if you add additional nonstock products to the order, the default settings for the previous nonstock product on the order are displayed. this feature is not available if no is selected for use previous non-stock settings on your sa operator setup record. select sales > entry > order. create or maintain an order. in advanced line entry, select non-stock in the line type field. on the non-stock page, specify the nonstock product in the product field. if the product already exists in the catalog, in inventory, or as an existing nonstock item, click yes to use that product and its settings. if the use previous non-stock settings option is selected in sa operator setup, the default product category from sa administrator options-products-defaults is assigned to the line. if there is no default product category, the product category from the most recent, active nonstock receipt is assigned. if there are no active nonstock receipts in product adjust non-stock/direct order entry, the product category from the most recent, inactive receipt is assigned. if the product is available in the ordering warehouse, or is an active nonstock that is set up in product adjust non-stock/direct order entry, and the allow non stock qty ship override option is selected in sa operator setup, you can force ship the available quantity to fill this order. if the product is available in another warehouse, you are notified that nonstock surplus exists in another warehouse. you can then tie this order to a warehouse transfer. if you use the existing settings, and surplus stock or nonstock product is available in other warehouses, an additional notification about surplus availability is displayed. you can change the warehouse to obtain the item from the other warehouse. specify a product description and a product category. the product description is included on orders, invoices, and pick tickets. to source the product from a vendor, specify the vendor and product line. if you entered a quote order and plan to copy it to a direct order, you must specify a vendor. otherwise, specify a warehouse in the next step. if you do not specify a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. to source the product from another warehouse, specify the warehouse. depending on the product, the non-stock quantity available and stock quantity available for the warehouse is displayed on this page. use the product lookup to see the quantities that are available in other warehouses. if you entered a quote order and plan to copy it to a direct order, you must enter a warehouse. otherwise, specify a vendor number in the previous step. if you do not enter a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. optionally, select one of these values in the item type field: review for inventory select this value if you expect frequent orders of the nonstock product and think it should be added to stocked inventory. an event manager trigger is created. it notifies someone in your organization to convert this item to stock and review it in future replenishment cycles. this value is available only if the event manager event is active. create as oan-ns select this value to create the nonstock product as an order as needed-nonstock (oan-ns) product. to make this value available, a valid value must be selected for allow oan-ns stocking in oe for catalog on your sa operator setup record. create as catalog select this value to create a catalog product from this product. to make this value available, the catalog stocked option in sa administrator options-products-defaults-sales processing must be selected. if you selected create as oan-ns or create as catalog in the previous step, click default fields. specify the unit, serial or lot control, and special price/costing values to include on the product catalog setup or product setup record. click submit. specify a cost and other pricing information. if you do not specify a cost, then the order cannot be invoice processed. if the product is associated with a pricing and discounting record, you can adjust the price level on the pricing view. this applies to all price levels. optionally, select these options: back order select this option to automatically create a back order when the shipped quantity is less than the ordered quantity. if allow back order is not selected on the customer record, this message is displayed when you exit the non-stock page: non-stock product; no back order scheduled; adjusted if exists. you must then clear the back order option in the nonstock page or the extended fields section on the order entry advanced line entry page. create purchase order if you specified a vendor in a previous step, select this option to create a purchase order for the product. to make this value available, a valid value must be selected for po/wt ties on your sa operator setup record. you cannot create a sourcing purchase order for a vendor or a vendor ship from that does not allow purchase orders. rush select this option to expedite the product. you can specify a rush amount in the extended fields section. copy comments select this option to copy comments from the sales order line to the source document. ncnr select this option if the nonstock is non-cancellable, non-returnable product. complete the remaining applicable fields, and then click submit. specify the quantity, and verify the unit and price. to tie the line a po or wt, click sourcing. select the product source. specify or make changes to the related product source information. click submit. click add to add the line to the order. if the source document was created, the number is displayed. if the line is tied to a purchase order or transfer, the number of the source document is displayed. complete the order. if you add additional nonstock products to the order, the default settings for the previous nonstock product on the order are displayed. this feature is not available if no is selected for use previous non-stock settings on your sa operator setup record.",s20.,"s20. create non-stock product — create a non stock product if the user is authorized to do should follow the following steps use these instructions to create an order for a product that your warehouse does not stock. you can enter a nonstock product if yes is selected for allow entry of non-stocks on your sa operator setup record. use these instructions to create an order for a product that your warehouse does not stock. you can enter a nonstock product if yes is selected for allow entry of non-stocks on your sa operator setup record. select sales > entry > order. create or maintain an order. in advanced line entry, select non-stock in the line type field. on the non-stock page, specify the nonstock product in the product field. if the product already exists in the catalog, in inventory, or as an existing nonstock item, click yes to use that product and its settings. if the use previous non-stock settings option is selected in sa operator setup, the default product category from sa administrator options-products-defaults is assigned to the line. if there is no default product category, the product category from the most recent, active nonstock receipt is assigned. if there are no active nonstock receipts in product adjust non-stock/direct order entry, the product category from the most recent, inactive receipt is assigned. if the product is available in the ordering warehouse, or is an active nonstock that is set up in product adjust non-stock/direct order entry, and the allow non stock qty ship override option is selected in sa operator setup, you can force ship the available quantity to fill this order. if the product is available in another warehouse, you are notified that nonstock surplus exists in another warehouse. you can then tie this order to a warehouse transfer. if you use the existing settings, and surplus stock or nonstock product is available in other warehouses, an additional notification about surplus availability is displayed. you can change the warehouse to obtain the item from the other warehouse. specify a product description and a product category. the product description is included on orders, invoices, and pick tickets. to source the product from a vendor, specify the vendor and product line. if you entered a quote order and plan to copy it to a direct order, you must specify a vendor. otherwise, specify a warehouse in the next step. if you do not specify a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. to source the product from another warehouse, specify the warehouse. depending on the product, the non-stock quantity available and stock quantity available for the warehouse is displayed on this page. use the product lookup to see the quantities that are available in other warehouses. if you entered a quote order and plan to copy it to a direct order, you must enter a warehouse. otherwise, specify a vendor number in the previous step. if you do not enter a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. optionally, select one of these values in the item type field: review for inventory select this value if you expect frequent orders of the nonstock product and think it should be added to stocked inventory. an event manager trigger is created. it notifies someone in your organization to convert this item to stock and review it in future replenishment cycles. this value is available only if the event manager event is active. create as oan-ns select this value to create the nonstock product as an order as needed-nonstock (oan-ns) product. to make this value available, a valid value must be selected for allow oan-ns stocking in oe for catalog on your sa operator setup record. create as catalog select this value to create a catalog product from this product. to make this value available, the catalog stocked option in sa administrator options-products-defaults-sales processing must be selected. if you selected create as oan-ns or create as catalog in the previous step, click default fields. specify the unit, serial or lot control, and special price/costing values to include on the product catalog setup or product setup record. click submit. specify a cost and other pricing information. if you do not specify a cost, then the order cannot be invoice processed. if the product is associated with a pricing and discounting record, you can adjust the price level on the pricing view. this applies to all price levels. optionally, select these options: back order select this option to automatically create a back order when the shipped quantity is less than the ordered quantity. if allow back order is not selected on the customer record, this message is displayed when you exit the non-stock page: non-stock product; no back order scheduled; adjusted if exists. you must then clear the back order option in the nonstock page or the extended fields section on the order entry advanced line entry page. create purchase order if you specified a vendor in a previous step, select this option to create a purchase order for the product. to make this value available, a valid value must be selected for po/wt ties on your sa operator setup record. you cannot create a sourcing purchase order for a vendor or a vendor ship from that does not allow purchase orders. rush select this option to expedite the product. you can specify a rush amount in the extended fields section. copy comments select this option to copy comments from the sales order line to the source document. ncnr select this option if the nonstock is non-cancellable, non-returnable product. complete the remaining applicable fields, and then click submit. specify the quantity, and verify the unit and price. to tie the line a po or wt, click sourcing. select the product source. specify or make changes to the related product source information. click submit. click add to add the line to the order. if the source document was created, the number is displayed. if the line is tied to a purchase order or transfer, the number of the source document is displayed. complete the order. if you add additional nonstock products to the order, the default settings for the previous nonstock product on the order are displayed. this feature is not available if no is selected for use previous non-stock settings on your sa operator setup record. select sales > entry > order. create or maintain an order. in advanced line entry, select non-stock in the line type field. on the non-stock page, specify the nonstock product in the product field. if the product already exists in the catalog, in inventory, or as an existing nonstock item, click yes to use that product and its settings. if the use previous non-stock settings option is selected in sa operator setup, the default product category from sa administrator options-products-defaults is assigned to the line. if there is no default product category, the product category from the most recent, active nonstock receipt is assigned. if there are no active nonstock receipts in product adjust non-stock/direct order entry, the product category from the most recent, inactive receipt is assigned. if the product is available in the ordering warehouse, or is an active nonstock that is set up in product adjust non-stock/direct order entry, and the allow non stock qty ship override option is selected in sa operator setup, you can force ship the available quantity to fill this order. if the product is available in another warehouse, you are notified that nonstock surplus exists in another warehouse. you can then tie this order to a warehouse transfer. if you use the existing settings, and surplus stock or nonstock product is available in other warehouses, an additional notification about surplus availability is displayed. you can change the warehouse to obtain the item from the other warehouse. specify a product description and a product category. the product description is included on orders, invoices, and pick tickets. to source the product from a vendor, specify the vendor and product line. if you entered a quote order and plan to copy it to a direct order, you must specify a vendor. otherwise, specify a warehouse in the next step. if you do not specify a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. to source the product from another warehouse, specify the warehouse. depending on the product, the non-stock quantity available and stock quantity available for the warehouse is displayed on this page. use the product lookup to see the quantities that are available in other warehouses. if you entered a quote order and plan to copy it to a direct order, you must enter a warehouse. otherwise, specify a vendor number in the previous step. if you do not enter a vendor or warehouse, the nonstock line on the quote order is not copied to the direct order. optionally, select one of these values in the item type field: review for inventory select this value if you expect frequent orders of the nonstock product and think it should be added to stocked inventory. an event manager trigger is created. it notifies someone in your organization to convert this item to stock and review it in future replenishment cycles. this value is available only if the event manager event is active. create as oan-ns select this value to create the nonstock product as an order as needed-nonstock (oan-ns) product. to make this value available, a valid value must be selected for allow oan-ns stocking in oe for catalog on your sa operator setup record. create as catalog select this value to create a catalog product from this product. to make this value available, the catalog stocked option in sa administrator options-products-defaults-sales processing must be selected. if you selected create as oan-ns or create as catalog in the previous step, click default fields. specify the unit, serial or lot control, and special price/costing values to include on the product catalog setup or product setup record. click submit. specify a cost and other pricing information. if you do not specify a cost, then the order cannot be invoice processed. if the product is associated with a pricing and discounting record, you can adjust the price level on the pricing view. this applies to all price levels. optionally, select these options: back order select this option to automatically create a back order when the shipped quantity is less than the ordered quantity. if allow back order is not selected on the customer record, this message is displayed when you exit the non-stock page: non-stock product; no back order scheduled; adjusted if exists. you must then clear the back order option in the nonstock page or the extended fields section on the order entry advanced line entry page. create purchase order if you specified a vendor in a previous step, select this option to create a purchase order for the product. to make this value available, a valid value must be selected for po/wt ties on your sa operator setup record. you cannot create a sourcing purchase order for a vendor or a vendor ship from that does not allow purchase orders. rush select this option to expedite the product. you can specify a rush amount in the extended fields section. copy comments select this option to copy comments from the sales order line to the source document. ncnr select this option if the nonstock is non-cancellable, non-returnable product. complete the remaining applicable fields, and then click submit. specify the quantity, and verify the unit and price. to tie the line a po or wt, click sourcing. select the product source. specify or make changes to the related product source information. click submit. click add to add the line to the order. if the source document was created, the number is displayed. if the line is tied to a purchase order or transfer, the number of the source document is displayed. complete the order. if you add additional nonstock products to the order, the default settings for the previous nonstock product on the order are displayed. this feature is not available if no is selected for use previous non-stock settings on your sa operator setup record.",,,,
,,,,,,,,,,p30,lineent_s21._confirm_pricing.xlsx,lineent s21. confirm pricing,"s21. confirm pricing — selling products for highest price paid if a customer places an order for a product and has historically paid a higher price than the price that defaults in sales order entry, you can set system options to force the higher price for that product and customer. this ensures that the customer is not offered the product at a price less than they are accustomed to paying, and you receive the highest margin on the sale. this may also encourage customers to agree to a contract price to receive a better price in the future. to implement the highest price paid pricing search, you must set two options in sa administrator options-documents-sales orders: months history and exclude level 2. these options define the number of months of sales history to search for the highest price, and whether to exclude price type level 2 sales in the search. the highest price paid search is not conducted if the original default price was determined using a contract price. a contract price is a price type level 1 (customer/product) pd pricing setup record. the contract price is not changed by the highest price paid search. additionally, if you use price type level 2 pricing records (cust/prod price type, cust/prod line, cust/prod cat, or cust/rebate type), and the exclude level 2 option is selected, any prices that originally default on the sales order line using level 2 pricing records are not overridden by the highest price paid. if you use promotional pricing, you still have the option to choose between the promotional price and non-promotional price. the non-promotional price reflects the highest price, if it applies. if you do not have permission to select a promotional price (the access promo price in oe option in sa operator setup-entry options is not selected), the promo price default selection in sa administrator options-documents-sales orders determines the price to use: lowest, promo, or regular. this automatic selection may result in the promo price instead of the highest price being selected. you can override contractual level pricing with multiple level price search. this pricing search can conflict with the highest price paid search. we recommend you select one method or the other, not both. when a sales order line price is replaced with a higher price by this search, the order number, suffix, and line number are stored on the new order line. in addition, the price origin code is set to “h”. this code is displayed in sales order inquiry and sales customer pricing inquiry. to prevent the highest price search in sales customer pricing inquiry, select return/ignore highest price. run the sales order master list report to see the highest price order and line that affected the highest price calculation. this is printed under the original system line data section.",s21.,"s21. confirm pricing — selling products for highest price paid if a customer places an order for a product and has historically paid a higher price than the price that defaults in sales order entry, you can set system options to force the higher price for that product and customer. this ensures that the customer is not offered the product at a price less than they are accustomed to paying, and you receive the highest margin on the sale. this may also encourage customers to agree to a contract price to receive a better price in the future. to implement the highest price paid pricing search, you must set two options in sa administrator options-documents-sales orders: months history and exclude level 2. these options define the number of months of sales history to search for the highest price, and whether to exclude price type level 2 sales in the search. the highest price paid search is not conducted if the original default price was determined using a contract price. a contract price is a price type level 1 (customer/product) pd pricing setup record. the contract price is not changed by the highest price paid search. additionally, if you use price type level 2 pricing records (cust/prod price type, cust/prod line, cust/prod cat, or cust/rebate type), and the exclude level 2 option is selected, any prices that originally default on the sales order line using level 2 pricing records are not overridden by the highest price paid. if you use promotional pricing, you still have the option to choose between the promotional price and non-promotional price. the non-promotional price reflects the highest price, if it applies. if you do not have permission to select a promotional price (the access promo price in oe option in sa operator setup-entry options is not selected), the promo price default selection in sa administrator options-documents-sales orders determines the price to use: lowest, promo, or regular. this automatic selection may result in the promo price instead of the highest price being selected. you can override contractual level pricing with multiple level price search. this pricing search can conflict with the highest price paid search. we recommend you select one method or the other, not both. when a sales order line price is replaced with a higher price by this search, the order number, suffix, and line number are stored on the new order line. in addition, the price origin code is set to “h”. this code is displayed in sales order inquiry and sales customer pricing inquiry. to prevent the highest price search in sales customer pricing inquiry, select return/ignore highest price. run the sales order master list report to see the highest price order and line that affected the highest price calculation. this is printed under the original system line data section.",,,,
,,,,,,,,,,p31,lineent_s22._add_lines_to_sales_order.xlsx,lineent s22. add lines to sales order,s22. add lines to sales order — add more lines using one of the methods discussed,s22.,s22. add lines to sales order — add more lines using one of the methods discussed,,,,
,,,,,,,,,,p32,lineent_s3._enter_the_quantity_required.xlsx,lineent s3. enter the quantity required,s3. enter the quantity required — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,s3.,s3. enter the quantity required — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,,
,,,,,,,,,,p33,lineent_s4._add_additional_product_to_sales_order.xlsx,lineent s4. add additional product to sales order,s4. add additional product to sales order — by searching for it and ading after entering the qualtitiy,s4.,s4. add additional product to sales order — by searching for it and ading after entering the qualtitiy,,,,
,,,,,,,,,,p34,lineent_s5._shopping_list_entry.xlsx,lineent s5. shopping list entry,"s5. shopping list entry — ou can access the shopping list feature from line entry menu in sales order entry-select products. you can create a shopping list that is based on promotional products, past sales, previous orders, product lists, and infor cpq product configurations. promotional products are based on pricing records in pd pricing setup. past sales and previous orders are based on the customer's transaction history. product lists are set up in product list setup. product lists are often used to sell slow-moving products or overstocked products. products configured in cpq can be returned as individual shopping list components. use the shopping list function to perform these actions: select products from a customer’s ordering history within a month/year range. select products that are listed in the ordering history and automatically batch load the products into the sales order as separate line items. select products from a list of specific previous orders or from a specific product list. use the shopping list to show a list with these elements: all of the products a customer has ordered in the last two months the last quantity ordered for each product the last price that was given for each product past sales totals for products by month you can select individual products from the shopping list to add to the order, or add all products from the shopping list to the order. you can change the quantity to order for each product.",s5.,"s5. shopping list entry — ou can access the shopping list feature from line entry menu in sales order entry-select products. you can create a shopping list that is based on promotional products, past sales, previous orders, product lists, and infor cpq product configurations. promotional products are based on pricing records in pd pricing setup. past sales and previous orders are based on the customer's transaction history. product lists are set up in product list setup. product lists are often used to sell slow-moving products or overstocked products. products configured in cpq can be returned as individual shopping list components. use the shopping list function to perform these actions: select products from a customer’s ordering history within a month/year range. select products that are listed in the ordering history and automatically batch load the products into the sales order as separate line items. select products from a list of specific previous orders or from a specific product list. use the shopping list to show a list with these elements: all of the products a customer has ordered in the last two months the last quantity ordered for each product the last price that was given for each product past sales totals for products by month you can select individual products from the shopping list to add to the order, or add all products from the shopping list to the order. you can change the quantity to order for each product.",,,,
,,,,,,,,,,p35,lineent_s6._select_shopping_list_type.xlsx,lineent s6. select shopping list type,"s6. select shopping list type — promotional products shopping list promotional products are products that are on sale at a special price or discount for a limited time. promotional pricing records are set up in pd pricing setup at either the product or product price type level. when you add the product to the customer’s order, the price is obtained from pd pricing setup. the promotional price is then charged to the customer. you can view pricing detail in the pricing view in the add line item section of sales order entry. to view all current promotions, select the shopping list option and then click promotional products. recalling a large number of records can affect your system’s performance. to minimize the number of records to sort through, specify the maximum number of records to display. you can also filter the records that are displayed in customer order pad filter setup to view only specific customers, customer types, and product categories. when filters are defined, those particular records are not displayed in the shopping list. when you select to automatically launch this style, each time the shopping list is accessed, promotional pricing is launched. if you clear the automatically launch this style option, you can select from the different styles available. past sales shopping list you can select products from a list of products that the customer has purchased previously by selecting past sales. specify a range of months and the number of product records to recall for the shopping list. you can also include past sales for these types of products: nonstocks products products that were sold from the warehouse on the order to the customer on the order and the customer's ship tos. products that were sold to the customer or ship to on the order from any warehouse. the recommended quantity for the products in the shopping list is based on the first order found. to see past sales information as monthly totals, use the past sales window. previous orders shopping list customers often order the same product repeatedly, or duplicate entire orders. the previous orders function lets you import product from up to 10 past orders into the current shopping list. these orders can originate from any customer account. because your pricing might have changed since the original order was shipped, you can have the system re-price the products or retain the original pricing. the recommended quantity is based on the first order found. product list shopping list product lists are user-defined lists of product set up in product list setup. sales personnel or inbound call centers use these lists primarily to promote product sales on slow-moving products or overstocked products to their customers. if you use a product list, select the product list type and specify the number of products you want to recall. the product list is then moved into your current shopping list. the recommended quantity is based on the product list.",s6.,"s6. select shopping list type — promotional products shopping list promotional products are products that are on sale at a special price or discount for a limited time. promotional pricing records are set up in pd pricing setup at either the product or product price type level. when you add the product to the customer’s order, the price is obtained from pd pricing setup. the promotional price is then charged to the customer. you can view pricing detail in the pricing view in the add line item section of sales order entry. to view all current promotions, select the shopping list option and then click promotional products. recalling a large number of records can affect your system’s performance. to minimize the number of records to sort through, specify the maximum number of records to display. you can also filter the records that are displayed in customer order pad filter setup to view only specific customers, customer types, and product categories. when filters are defined, those particular records are not displayed in the shopping list. when you select to automatically launch this style, each time the shopping list is accessed, promotional pricing is launched. if you clear the automatically launch this style option, you can select from the different styles available. past sales shopping list you can select products from a list of products that the customer has purchased previously by selecting past sales. specify a range of months and the number of product records to recall for the shopping list. you can also include past sales for these types of products: nonstocks products products that were sold from the warehouse on the order to the customer on the order and the customer's ship tos. products that were sold to the customer or ship to on the order from any warehouse. the recommended quantity for the products in the shopping list is based on the first order found. to see past sales information as monthly totals, use the past sales window. previous orders shopping list customers often order the same product repeatedly, or duplicate entire orders. the previous orders function lets you import product from up to 10 past orders into the current shopping list. these orders can originate from any customer account. because your pricing might have changed since the original order was shipped, you can have the system re-price the products or retain the original pricing. the recommended quantity is based on the first order found. product list shopping list product lists are user-defined lists of product set up in product list setup. sales personnel or inbound call centers use these lists primarily to promote product sales on slow-moving products or overstocked products to their customers. if you use a product list, select the product list type and specify the number of products you want to recall. the product list is then moved into your current shopping list. the recommended quantity is based on the product list.",,,,
,,,,,,,,,,p36,lineent_s7._enter_list_criteria.xlsx,lineent s7. enter list criteria,"s7. enter list criteria — the ordering history information is from the sm extended totals warehouse/product by customer report. the information contained in this file is automatically updated each time sales entry processing invoice processing report is generated, if the customer, product category by warehouse options are selected in sa administrator options-sales history-levels. the update sales manager option must also be selected in sales entry processing invoice processing report. you can filter the ordering history information by setting up records in customer order pad filter setup for specific customers or customer types and product categories. when you set up a customer or customer type with product categories in customer order pad filter setup, those product categories are not displayed when you use the shopping list.",s7.,"s7. enter list criteria — the ordering history information is from the sm extended totals warehouse/product by customer report. the information contained in this file is automatically updated each time sales entry processing invoice processing report is generated, if the customer, product category by warehouse options are selected in sa administrator options-sales history-levels. the update sales manager option must also be selected in sales entry processing invoice processing report. you can filter the ordering history information by setting up records in customer order pad filter setup for specific customers or customer types and product categories. when you set up a customer or customer type with product categories in customer order pad filter setup, those product categories are not displayed when you use the shopping list.",,,,
,,,,,,,,,,p37,lineent_s8._enter_quantity.xlsx,lineent s8. enter quantity,s8. enter quantity — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,s8.,s8. enter quantity — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,,
,,,,,,,,,,p38,lineent_s9._add_additional_products_to_the_list.xlsx,lineent s9. add additional products to the list,s9. add additional products to the list — by searching for it and ading after entering the qualtitiy or from other shopiing lists,s9.,s9. add additional products to the list — by searching for it and ading after entering the qualtitiy or from other shopiing lists,,,,
,,,,,,,,,,p39,lineent_s999._you_have_successfully_completed_this_sop.xlsx,lineent s999. you have successfully completed this sop,s999. you have successfully completed this sop — congratulations you have now traversed all the possible paths for this sop of port to sales order while it is good that you've traversed all the paths what you need to do is to practice and become efficient and be able to translate your current work to the new system have a nice day,s999.,s999. you have successfully completed this sop — congratulations you have now traversed all the possible paths for this sop of port to sales order while it is good that you've traversed all the paths what you need to do is to practice and become efficient and be able to translate your current work to the new system have a nice day,,,,
